"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Chacko L.; Karia N.; Venneri L.; Bandera F.; Passo B.D.; Buonamici L.; Lazari J.; Ioannou A.; Porcari A.; Patel R.; Razvi Y.; Brown J.; Knight D.; Martinez-Naharro A.; Whelan C.; Quarta C.C.; Manisty C.; Moon J.; Rowczenio D.; Gilbertson J.A.; Lachmann H.; Wechelakar A.; Petrie A.; Moody W.E.; Steeds R.P.; Potena L.; Riefolo M.; Leone O.; Rapezzi C.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Chacko, Liza (57210256202); Karia, Nina (37122124800); Venneri, Lucia (6506276972); Bandera, Francesco (55325767500); Passo, Beatrice Dal (57819576800); Buonamici, Lodovico (57819576900); Lazari, Jonathan (57204354738); Ioannou, Adam (57188664278); Porcari, Aldostefano (57201271007); Patel, Rishi (57210156635); Razvi, Yousuf (57219044558); Brown, James (57212760167); Knight, Daniel (55589453200); Martinez-Naharro, Ana (55343433500); Whelan, Carol (36647033100); Quarta, Candida C. (56619484400); Manisty, Charlotte (6504025861); Moon, James (57202314649); Rowczenio, Dorota (14012189400); Gilbertson, Janet A. (7005657127); Lachmann, Helen (7004915734); Wechelakar, Ashutosh (57347924300); Petrie, Aviva (35974110300); Moody, William E. (36806699500); Steeds, Richard P. (57189931631); Potena, Luciano (6602877926); Riefolo, Mattia (57200551144); Leone, Ornella (7004143746); Rapezzi, Claudio (7005883289); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57210256202; 37122124800; 6506276972; 55325767500; 57819576800; 57819576900; 57204354738; 57188664278; 57201271007; 57210156635; 57219044558; 57212760167; 55589453200; 55343433500; 36647033100; 56619484400; 6504025861; 57202314649; 14012189400; 7005657127; 7004915734; 57347924300; 35974110300; 36806699500; 57189931631; 6602877926; 57200551144; 7004143746; 7005883289; 35464959200; 7003539031; 16306839900","Progression of echocardiographic parameters and prognosis in transthyretin cardiac amyloidosis","2022","European Journal of Heart Failure","24","9","","1700","1712","12","56","10.1002/ejhf.2606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134992951&doi=10.1002%2fejhf.2606&partnerID=40&md5=64dd3bea2c5e809695038ca2136f0556","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85134992951"
"Kotecha T.; Martinez-Naharro A.; Boldrini M.; Knight D.; Hawkins P.; Kalra S.; Patel D.; Coghlan G.; Moon J.; Plein S.; Lockie T.; Rakhit R.; Patel N.; Xue H.; Kellman P.; Fontana M.","Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Boldrini, Michele (55258660000); Knight, Daniel (55589453200); Hawkins, Philip (35464959200); Kalra, Sundeep (46761159400); Patel, Deven (57212154606); Coghlan, Gerry (23666861000); Moon, James (57202314649); Plein, Sven (6701840061); Lockie, Tim (16230845400); Rakhit, Roby (6603035925); Patel, Niket (55618205500); Xue, Hui (52365249300); Kellman, Peter (7004851504); Fontana, Marianna (16306839900)","38661453500; 55343433500; 55258660000; 55589453200; 35464959200; 46761159400; 57212154606; 23666861000; 57202314649; 6701840061; 16230845400; 6603035925; 55618205500; 52365249300; 7004851504; 16306839900","Automated Pixel-Wise Quantitative Myocardial Perfusion Mapping by CMR to Detect Obstructive Coronary Artery Disease and Coronary Microvascular Dysfunction: Validation Against Invasive Coronary Physiology","2019","JACC: Cardiovascular Imaging","12","10","","1958","1969","11","191","10.1016/j.jcmg.2018.12.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066033563&doi=10.1016%2fj.jcmg.2018.12.022&partnerID=40&md5=dd0dff16b59db66eb5e355ccd80e0e08","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85066033563"
"Francis R.; Kellman P.; Kotecha T.; Baggiano A.; Norrington K.; Martinez-Naharro A.; Nordin S.; Knight D.S.; Rakhit R.D.; Lockie T.; Hawkins P.N.; Moon J.C.; Hausenloy D.J.; Xue H.; Hansen M.S.; Fontana M.","Francis, Rohin (57194779300); Kellman, Peter (7004851504); Kotecha, Tushar (38661453500); Baggiano, Andrea (57210310775); Norrington, Karl (56074685100); Martinez-Naharro, Ana (55343433500); Nordin, Sabrina (57190741709); Knight, Daniel S. (55589453200); Rakhit, Roby D. (6603035925); Lockie, Tim (16230845400); Hawkins, Philip N. (35464959200); Moon, James C. (7403231345); Hausenloy, Derek J. (6602976997); Xue, Hui (52365249300); Hansen, Michael S. (35562748700); Fontana, Marianna (16306839900)","57194779300; 7004851504; 38661453500; 57210310775; 56074685100; 55343433500; 57190741709; 55589453200; 6603035925; 16230845400; 35464959200; 7403231345; 6602976997; 52365249300; 35562748700; 16306839900","Prospective comparison of novel dark blood late gadolinium enhancement with conventional bright blood imaging for the detection of scar","2017","Journal of Cardiovascular Magnetic Resonance","19","1","91","","","","37","10.1186/s12968-017-0407-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034732736&doi=10.1186%2fs12968-017-0407-x&partnerID=40&md5=2cd17a530e140c49c06e7a27abf5ab8d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85034732736"
"Brown J.T.; Saigal A.; Karia N.; Patel R.K.; Razvi Y.; Constantinou N.; Steeden J.A.; Mandal S.; Kotecha T.; Fontana M.; Goldring J.; Muthurangu V.; Knight D.S.","Brown, James T. (57212760167); Saigal, Anita (39062053700); Karia, Nina (37122124800); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Constantinou, Natalie (57675881400); Steeden, Jennifer A. (36605240600); Mandal, Swapna (53463635000); Kotecha, Tushar (38661453500); Fontana, Marianna (16306839900); Goldring, James (25027606200); Muthurangu, Vivek (7801671480); Knight, Daniel S. (55589453200)","57212760167; 39062053700; 37122124800; 57210156635; 57219044558; 57675881400; 36605240600; 53463635000; 38661453500; 16306839900; 25027606200; 7801671480; 55589453200","Ongoing Exercise Intolerance Following COVID-19: A Magnetic Resonance– Augmented Cardiopulmonary Exercise Test Study","2022","Journal of the American Heart Association","11","9","e024207","","","","20","10.1161/JAHA.121.024207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129780771&doi=10.1161%2fJAHA.121.024207&partnerID=40&md5=e07b07ae6287d84e992a5a9f571962a7","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85129780771"
"Artico J.; Shiwani H.; Moon J.C.; Gorecka M.; McCann G.P.; Roditi G.; Morrow A.; Mangion K.; Lukaschuk E.; Shanmuganathan M.; Miller C.A.; Chiribiri A.; Prasad S.K.; Adam R.D.; Singh T.; Bucciarelli-Ducci C.; Dawson D.; Knight D.; Fontana M.; Manisty C.; Treibel T.A.; Levelt E.; Arnold R.; Macfarlane P.W.; Young R.; McConnachie A.; Neubauer S.; Piechnik S.K.; Davies R.H.; Ferreira V.M.; Dweck M.R.; Berry C.; Greenwood J.P.","Artico, Jessica (57188622189); Shiwani, Hunain (57189469874); Moon, James C. (57202314649); Gorecka, Miroslawa (56089941300); McCann, Gerry P. (7005783434); Roditi, Giles (6603546623); Morrow, Andrew (57205415428); Mangion, Kenneth (56422223500); Lukaschuk, Elena (57203083063); Shanmuganathan, Mayooran (57218479125); Miller, Christopher A. (57203424537); Chiribiri, Amedeo (22984044200); Prasad, Sanjay K. (7403003613); Adam, Robert D. (57210892559); Singh, Trisha (57215892717); Bucciarelli-Ducci, Chiara (18534251300); Dawson, Dana (7402379761); Knight, Daniel (55589453200); Fontana, Marianna (16306839900); Manisty, Charlotte (6504025861); Treibel, Thomas A. (15754511800); Levelt, Eylem (24476505200); Arnold, Ranjit (13005507700); Macfarlane, Peter W. (56689458300); Young, Robin (57737166800); McConnachie, Alex (6701526254); Neubauer, Stefan (55794522200); Piechnik, Stefan K. (7004664392); Davies, Rhodri H. (57198821565); Ferreira, Vanessa M. (35224811100); Dweck, Marc R. (12783691400); Berry, Colin (57203056149); Greenwood, John P. (58588572000)","57188622189; 57189469874; 57202314649; 56089941300; 7005783434; 6603546623; 57205415428; 56422223500; 57203083063; 57218479125; 57203424537; 22984044200; 7403003613; 57210892559; 57215892717; 18534251300; 7402379761; 55589453200; 16306839900; 6504025861; 15754511800; 24476505200; 13005507700; 56689458300; 57737166800; 6701526254; 55794522200; 7004664392; 57198821565; 35224811100; 12783691400; 57203056149; 58588572000","Myocardial Involvement after Hospitalization for COVID-19 Complicated by Troponin Elevation: A Prospective, Multicenter, Observational Study","2023","Circulation","147","5","","364","374","10","58","10.1161/CIRCULATIONAHA.122.060632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147146799&doi=10.1161%2fCIRCULATIONAHA.122.060632&partnerID=40&md5=147728cc91f55ab3818dd71abb85959c","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85147146799"
"Knight D.S.; Kotecha T.; Martinez-Naharro A.; Brown J.T.; Bertelli M.; Fontana M.; Muthurangu V.; Coghlan J.G.","Knight, Daniel S. (55589453200); Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Brown, James T. (57212760167); Bertelli, Michele (59782360800); Fontana, Marianna (16306839900); Muthurangu, Vivek (7801671480); Coghlan, J. Gerry (35393553500)","55589453200; 38661453500; 55343433500; 57212760167; 59782360800; 16306839900; 7801671480; 35393553500","Cardiovascular magnetic resonance-guided right heart catheterization in a conventional CMR environment - Predictors of procedure success and duration in pulmonary artery hypertension","2019","Journal of Cardiovascular Magnetic Resonance","21","1","57","","","","34","10.1186/s12968-019-0569-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071896462&doi=10.1186%2fs12968-019-0569-9&partnerID=40&md5=1dc1772e143ee54bdea7966b03b91d36","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85071896462"
"Knight D.S.; Grasso A.E.; Quail M.A.; Muthurangu V.; Taylor A.M.; Toumpanakis C.; Caplin M.E.; Coghlan J.G.; Davar J.","Knight, Daniel S. (55589453200); Grasso, Agata E. (25723207100); Quail, Michael A. (35380885000); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900); Toumpanakis, Christos (16033469000); Caplin, Martyn E. (55908628800); Coghlan, J. Gerry (35393553500); Davar, Joseph (6507903916)","55589453200; 25723207100; 35380885000; 7801671480; 57195810900; 16033469000; 55908628800; 35393553500; 6507903916","Accuracy and reproducibility of right ventricular quantification in patients with pressure and volume overload using single-beat three-dimensional echocardiography","2015","Journal of the American Society of Echocardiography","28","3","","363","374","11","55","10.1016/j.echo.2014.10.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933279032&doi=10.1016%2fj.echo.2014.10.012&partnerID=40&md5=4d6a6cbd5b7935cb7ac22ea678dde9f5","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84933279032"
"Razvi Y.; Ioannou A.; Patel R.K.; Chacko L.; Karia N.; Riefolo M.; Porcari A.; Rauf M.U.; Starr N.; Ganesananthan S.; Blakeney I.; Kaza N.; Filisetti S.; Bolhuis R.E.; Rowczenio D.; Gilbertson J.; Hutt D.; Mahmood S.; Lachmann H.J.; Wechalekar A.D.; Kotecha T.; Knight D.S.; Coghlan J.G.; Petrie A.; Whelan C.J.; Venneri L.; Martinez-Naharro A.; Hawkins P.; Fontana M.; Gillmore J.D.","Razvi, Yousuf (57219044558); Ioannou, Adam (57188664278); Patel, Rishi K. (57210156635); Chacko, Liza (57210256202); Karia, Nina (37122124800); Riefolo, Mattia (57200551144); Porcari, Aldostefano (57201271007); Rauf, Muhammad Umaid (57985713000); Starr, Neasa (59883441800); Ganesananthan, Sashiananthan (6504139598); Blakeney, Iona (57216860730); Kaza, Nandita (57209368190); Filisetti, Stefano (58539537900); Bolhuis, Roos Eline (58539470600); Rowczenio, Dorota (14012189400); Gilbertson, Janet (7005657127); Hutt, David (55985822300); Mahmood, Shameem (50361564300); Lachmann, Helen J. (7004915734); Wechalekar, Ashutosh D. (6506002568); Kotecha, Tushar (38661453500); Knight, Daniel S. (55589453200); Coghlan, John G. (35393553500); Petrie, Aviva (35974110300); Whelan, Carol J. (36647033100); Venneri, Lucia (6506276972); Martinez-Naharro, Ana (55343433500); Hawkins, Phillip (35464959200); Fontana, Marianna (16306839900); Gillmore, Julian D. (7003539031)","57219044558; 57188664278; 57210156635; 57210256202; 37122124800; 57200551144; 57201271007; 57985713000; 59883441800; 6504139598; 57216860730; 57209368190; 58539537900; 58539470600; 14012189400; 7005657127; 55985822300; 50361564300; 7004915734; 6506002568; 38661453500; 55589453200; 35393553500; 35974110300; 36647033100; 6506276972; 55343433500; 35464959200; 16306839900; 7003539031","Deep phenotyping of p.(V142I)-associated variant transthyretin amyloid cardiomyopathy: Distinct from wild-type transthyretin amyloidosis?","2024","European Journal of Heart Failure","26","2","","383","393","10","15","10.1002/ejhf.3088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183928583&doi=10.1002%2fejhf.3088&partnerID=40&md5=c657a9512b4e2e1c92dc6da9016e533d","Article","Final","","Scopus","2-s2.0-85183928583"
"Ioannou A.; Patel R.K.; Razvi Y.; Porcari A.; Sinagra G.; Venneri L.; Bandera F.; Masi A.; Williams G.E.; O'Beara S.; Ganesananthan S.; Massa P.; Knight D.; Martinez-Naharro A.; Kotecha T.; Chacko L.; Brown J.; Rauf M.U.; Manisty C.; Moon J.; Lachmann H.; Wechelakar A.; Petrie A.; Whelan C.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Ioannou, Adam (57188664278); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Porcari, Aldostefano (57201271007); Sinagra, Gianfranco (7005062509); Venneri, Lucia (6506276972); Bandera, Francesco (55325767500); Masi, Ambra (57718446200); Williams, Georgina E. (57987061800); O'Beara, Sophie (57987073900); Ganesananthan, Sharmananthan (57220863491); Massa, Paolo (57225010842); Knight, Daniel (55589453200); Martinez-Naharro, Ana (55343433500); Kotecha, Tushar (38661453500); Chacko, Liza (57210256202); Brown, James (57212760167); Rauf, Muhammad U. (57985713000); Manisty, Charlotte (6504025861); Moon, James (7403231345); Lachmann, Helen (7004915734); Wechelakar, Ashutosh (57347924300); Petrie, Aviva (35974110300); Whelan, Carol (36647033100); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57188664278; 57210156635; 57219044558; 57201271007; 7005062509; 6506276972; 55325767500; 57718446200; 57987061800; 57987073900; 57220863491; 57225010842; 55589453200; 55343433500; 38661453500; 57210256202; 57212760167; 57985713000; 6504025861; 7403231345; 7004915734; 57347924300; 35974110300; 36647033100; 35464959200; 7003539031; 16306839900","Impact of Earlier Diagnosis in Cardiac ATTR Amyloidosis over the Course of 20 Years","2022","Circulation","146","22","","1657","1670","13","142","10.1161/CIRCULATIONAHA.122.060852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142940860&doi=10.1161%2fCIRCULATIONAHA.122.060852&partnerID=40&md5=48df95e63904cfb15ba8ed3e12363368","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85142940860"
"Knight D.S.; Kotecha T.; Razvi Y.; Chacko L.; Brown J.T.; Jeetley P.S.; Goldring J.; Jacobs M.; Lamb L.E.; Negus R.; Wolff A.; Moon J.C.; Xue H.; Kellman P.; Patel N.; Fontana M.","Knight, Daniel S. (55589453200); Kotecha, Tushar (38661453500); Razvi, Yousuf (57219044558); Chacko, Liza (57210256202); Brown, James T. (57212760167); Jeetley, Paramjit S. (8434302300); Goldring, James (25027606200); Jacobs, Michael (36848322200); Lamb, Lucy E. (18536060000); Negus, Rupert (6603024058); Wolff, Anthony (7102453899); Moon, James C. (57202314649); Xue, Hui (52365249300); Kellman, Peter (7004851504); Patel, Niket (55618205500); Fontana, Marianna (16306839900)","55589453200; 38661453500; 57219044558; 57210256202; 57212760167; 8434302300; 25027606200; 36848322200; 18536060000; 6603024058; 7102453899; 57202314649; 52365249300; 7004851504; 55618205500; 16306839900","COVID-19: Myocardial Injury in Survivors","2020","Circulation","142","11","","1120","1122","2","130","10.1161/CIRCULATIONAHA.120.049252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089726120&doi=10.1161%2fCIRCULATIONAHA.120.049252&partnerID=40&md5=b4194a98632a04f51f95ee3df47305e5","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85089726120"
"Ioannou A.; Massa P.; Patel R.K.; Razvi Y.; Porcari A.; Rauf M.U.; Jiang A.; Cabras G.; Filisetti S.; Bolhuis R.E.; Bandera F.; Venneri L.; Martinez-Naharro A.; Law S.; Kotecha T.; Virsinskaite R.; Knight D.S.; Emdin M.; Petrie A.; Lachmann H.; Wechelakar A.; Petrie M.; Hughes A.; Freemantle N.; Hawkins P.N.; Whelan C.; McMurray J.J.V.; Gillmore J.D.; Fontana M.","Ioannou, Adam (57188664278); Massa, Paolo (57225010842); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Porcari, Aldostefano (57201271007); Rauf, Muhammad U. (57985713000); Jiang, Anita (58539423200); Cabras, Giacomo (58539493300); Filisetti, Stefano (58539537900); Bolhuis, Roos E. (58539470600); Bandera, Francesco (55325767500); Venneri, Lucia (6506276972); Martinez-Naharro, Ana (55343433500); Law, Steven (57193713823); Kotecha, Tushar (38661453500); Virsinskaite, Ruta (58539561200); Knight, Daniel S. (55589453200); Emdin, Michele (7005694410); Petrie, Aviva (35974110300); Lachmann, Helen (7004915734); Wechelakar, Ashutosh (57347924300); Petrie, Mark (57222705876); Hughes, Alun (57207789660); Freemantle, Nick (7006066134); Hawkins, Philip N. (35464959200); Whelan, Carol (36647033100); McMurray, John J.V. (58023550400); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57188664278; 57225010842; 57210156635; 57219044558; 57201271007; 57985713000; 58539423200; 58539493300; 58539537900; 58539470600; 55325767500; 6506276972; 55343433500; 57193713823; 38661453500; 58539561200; 55589453200; 7005694410; 35974110300; 7004915734; 57347924300; 57222705876; 57207789660; 7006066134; 35464959200; 36647033100; 58023550400; 7003539031; 16306839900","Conventional heart failure therapy in cardiac ATTR amyloidosis","2023","European Heart Journal","44","31","","2893","2907","14","74","10.1093/eurheartj/ehad347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168221471&doi=10.1093%2feurheartj%2fehad347&partnerID=40&md5=9f9c0a00bbe9c6916bcabf91cefe567d","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85168221471"
"Quail M.A.; Steeden J.A.; Knight D.; Segers P.; Taylor A.M.; Muthurangu V.","Quail, Michael A. (35380885000); Steeden, Jennifer A. (36605240600); Knight, Daniel (55589453200); Segers, Patrick (7005378428); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","35380885000; 36605240600; 55589453200; 7005378428; 57195810900; 7801671480","Development and validation of a novel method to derive central aortic systolic pressure from the MR aortic distension curve","2014","Journal of Magnetic Resonance Imaging","40","5","","1064","1070","6","26","10.1002/jmri.24471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913608737&doi=10.1002%2fjmri.24471&partnerID=40&md5=c6191ae5adbbc11eb5204386bea68619","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84913608737"
"Knight D.S.; Zumbo G.; Barcella W.; Steeden J.A.; Muthurangu V.; Martinez-Naharro A.; Treibel T.A.; Abdel-Gadir A.; Bulluck H.; Kotecha T.; Francis R.; Rezk T.; Quarta C.C.; Whelan C.J.; Lachmann H.J.; Wechalekar A.D.; Gillmore J.D.; Moon J.C.; Hawkins P.N.; Fontana M.","Knight, Daniel S. (55589453200); Zumbo, Giulia (57193211591); Barcella, William (56768040900); Steeden, Jennifer A. (36605240600); Muthurangu, Vivek (7801671480); Martinez-Naharro, Ana (55343433500); Treibel, Thomas A. (15754511800); Abdel-Gadir, Amna (56528300800); Bulluck, Heerajnarain (53981151600); Kotecha, Tushar (38661453500); Francis, Rohin (57194779300); Rezk, Tamer (55985701600); Quarta, Candida C. (56619484400); Whelan, Carol J. (36647033100); Lachmann, Helen J. (7004915734); Wechalekar, Ashutosh D. (6506002568); Gillmore, Julian D. (7003539031); Moon, James C. (7403231345); Hawkins, Philip N. (35464959200); Fontana, Marianna (16306839900)","55589453200; 57193211591; 56768040900; 36605240600; 7801671480; 55343433500; 15754511800; 56528300800; 53981151600; 38661453500; 57194779300; 55985701600; 56619484400; 36647033100; 7004915734; 6506002568; 7003539031; 7403231345; 35464959200; 16306839900","Cardiac Structural and Functional Consequences of Amyloid Deposition by Cardiac Magnetic Resonance and Echocardiography and Their Prognostic Roles","2019","JACC: Cardiovascular Imaging","12","5","","823","833","10","138","10.1016/j.jcmg.2018.02.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045306445&doi=10.1016%2fj.jcmg.2018.02.016&partnerID=40&md5=3621ca666fddf92bb53f446160b49793","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85045306445"
"Knight D.S.; Virsinskaite R.; Karia N.; Cole A.R.; Maclean R.H.; Brown J.T.; Patel R.K.; Razvi Y.; Venneri L.; Kotecha T.; Martinez-Naharro A.; Kellman P.; Scott-Russell A.M.; Schreiber B.E.; Ong V.H.; Denton C.P.; Fontana M.; Coghlan J.G.; Muthurangu V.","Knight, Daniel S. (55589453200); Virsinskaite, Ruta (58539561200); Karia, Nina (37122124800); Cole, Alice R. (57235401900); Maclean, Rory H. (57448509700); Brown, James T. (57212760167); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Venneri, Lucia (6506276972); Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Kellman, Peter (7004851504); Scott-Russell, Ann M. (24400040100); Schreiber, Benjamin E. (36106322600); Ong, Voon H. (8398311200); Denton, Christopher P. (7006031021); Fontana, Marianna (16306839900); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480)","55589453200; 58539561200; 37122124800; 57235401900; 57448509700; 57212760167; 57210156635; 57219044558; 6506276972; 38661453500; 55343433500; 7004851504; 24400040100; 36106322600; 8398311200; 7006031021; 16306839900; 35393553500; 7801671480","Native myocardial T1 and right ventricular size by CMR predict outcome in systemic sclerosis-associated pulmonary hypertension","2024","Rheumatology (United Kingdom)","63","10","","2678","2683","5","3","10.1093/rheumatology/keae141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205526125&doi=10.1093%2frheumatology%2fkeae141&partnerID=40&md5=3046fc225a6e90a7cf5dd41928b311d2","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85205526125"
"Kowalik G.T.; Knight D.S.; Steeden J.A.; Tann O.; Odille F.; Atkinson D.; Taylor A.; Muthurangu V.","Kowalik, Grzegorz T (6602362169); Knight, Daniel S (55589453200); Steeden, Jennifer A (36605240600); Tann, Oliver (24339325500); Odille, Freddy (24463413800); Atkinson, David (57216116485); Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480)","6602362169; 55589453200; 36605240600; 24339325500; 24463413800; 57216116485; 57195810900; 7801671480","Assessment of cardiac time intervals using high temporal resolution real-time spiral phase contrast with UNFOLD-SENSE","2014","Journal of Cardiovascular Magnetic Resonance","16","","W15","","","","0","10.1186/1532-429X-16-S1-W15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181245183&doi=10.1186%2f1532-429X-16-S1-W15&partnerID=40&md5=4b088e00d73820675523637af40bf2e4","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85181245183"
"Jaubert O.; Montalt-Tordera J.; Knight D.; Arridge S.; Steeden J.; Muthurangu V.","Jaubert, Olivier (48461323600); Montalt-Tordera, Javier (57204789341); Knight, Daniel (55589453200); Arridge, Simon (7005759823); Steeden, Jennifer (36605240600); Muthurangu, Vivek (7801671480)","48461323600; 57204789341; 55589453200; 7005759823; 36605240600; 7801671480","HyperSLICE: HyperBand optimized spiral for low-latency interactive cardiac examination","2024","Magnetic Resonance in Medicine","91","1","","266","279","13","5","10.1002/mrm.29855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173551883&doi=10.1002%2fmrm.29855&partnerID=40&md5=c551b1f0939567127312a767946c45c6","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85173551883"
"Martinez-Naharro A.; Patel R.; Kotecha T.; Karia N.; Ioannou A.; Petrie A.; Chacko L.A.; Razvi Y.; Ravichandran S.; Brown J.; Law S.; Quarta C.; Mahmood S.; Wisniowski B.; Pica S.; Sachchithanantham S.; Lachmann H.J.; Moon J.C.; Knight D.S.; Whelan C.; Venneri L.; Xue H.; Kellman P.; Gillmore J.D.; Hawkins P.N.; Wechalekar A.D.; Fontana M.","Martinez-Naharro, Ana (55343433500); Patel, Rishi (57210156635); Kotecha, Tushar (38661453500); Karia, Nina (37122124800); Ioannou, Adam (57188664278); Petrie, Aviva (35974110300); Chacko, Liza A (57210256202); Razvi, Yousuf (57219044558); Ravichandran, Sriram (57216583258); Brown, James (57212760167); Law, Steven (57193713823); Quarta, Cristina (56619484400); Mahmood, Shameem (50361564300); Wisniowski, Brendan (43462252700); Pica, Silvia (55901552400); Sachchithanantham, Sajitha (55621355900); Lachmann, Helen J (7004915734); Moon, James C (57202314649); Knight, Daniel S (55589453200); Whelan, Carol (36647033100); Venneri, Lucia (6506276972); Xue, Hui (52365249300); Kellman, Peter (7004851504); Gillmore, Julian D (7003539031); Hawkins, Philip N (35464959200); Wechalekar, Ashutosh D (6506002568); Fontana, Marianna (16306839900)","55343433500; 57210156635; 38661453500; 37122124800; 57188664278; 35974110300; 57210256202; 57219044558; 57216583258; 57212760167; 57193713823; 56619484400; 50361564300; 43462252700; 55901552400; 55621355900; 7004915734; 57202314649; 55589453200; 36647033100; 6506276972; 52365249300; 7004851504; 7003539031; 35464959200; 6506002568; 16306839900","Cardiovascular magnetic resonance in light-chain amyloidosis to guide treatment","2022","European Heart Journal","43","45","","4722","4735","13","81","10.1093/eurheartj/ehac363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143180955&doi=10.1093%2feurheartj%2fehac363&partnerID=40&md5=73e4aeccf6ace660376359c4ae406933","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85143180955"
